"content_id","title","type","description","release_year","genres_array","production_countries","seasons","imdb_id","imdb_score","imdb_votes","tmdb_popularity","tmdb_score","duration_num"
"020f0d10737e623f541c9555885937693819656debd170674ad09e0d47095317","The Night Of","SHOW","After a night of partying with a female stranger, a man wakes up to find her stabbed to death and is charged with her murder.","2016","['drama', 'crime']","['US']","1.0","tt2401256","8.5","141124.0","21.585","7.9","65"
"020f4f3ce709e4f06ef3b807237952149ee3a3e0f5529a64cb4273561c9a2881","The Music in Me: The Leopards Take Manhattan - The Little Band That Roared","MOVIE","Prepare for a fun-filled, emotional journey with 52 young musicians from a variety of backgrounds! This delightful film--the final installment in HBO's acclaimed 'The Music in Me' specials--profiles the young members of the Louisville Leopard Percussionists as they embark on a trip from their Kentucky home to the Big Apple.","2008","['documentation']","['US']","","tt1213593","8.7","29.0","0.6","","30"
"025666f0620ad02d063e95b7d4569543da124608fe4c50cfdd7ab7f78c81cb3e","Monster-in-Law","MOVIE","Office temp Charlotte Cantilini thinks she's found Mr. Right when she starts dating gorgeous surgeon Dr. Kevin Fields. But there's a problem standing in the way of everlasting bliss: Kevin's overbearing and controlling mother, Viola. Fearing she'll lose her son's affections forever, Viola decides to break up the happy couple by becoming the world's worst mother-in-law.","2005","['romance', 'comedy']","['US', 'DE']","","tt0369735","5.5","60693.0","18.681","6.2","101"
"026a30bdcc2b8c5a680654796ada7d0124d0b89aab97e8a5081a44d3a06ee02a","Sydney 2000: Stories of Olympic Glory","MOVIE","A documentary covering the 2000 Olympic Games in Sydney.","2001","['documentation', 'sport']","['XX']","","tt0811097","6.8","63.0","0.6","7.3","116"
"026ab0db546fb23d4ba4783db81d3d0cf3206875afe6cbbea7a208bc69cbd07e","Ahir Shah: Dots","MOVIE","British comedian Ahir Shah mixes philosophical inquiry, personal examination, and sweet gags in his first ever stand-up special, exploring identity, faith, family, and the desire for certainty in uncertain times.","2021","['comedy']","[]","","tt11459872","5.8","69.0","1.911","7.0","61"
"0274d75a773fb831a840c6ca53c77bd4297240e84f1129311a7de24ef49b0eb8","Anacronte","MOVIE","Since the timeless night, on the life's plains, humanity faces the Sorcerers of Evil's indefeasible designs...","2019","['animation']","['MX', 'AR']","","","","","0.6","5.9","15"
"0284199adcfa60d1532a76afcd7d5d8cbb43ecd900c0be0ebe3d17d0fae1f13c","Tiger","SHOW","The rise, fall and epic comeback of golf icon Tiger Woods is charted in this two-part documentary. Combining never-before-seen footage with clips from Tiger's indomitable reign on the links and revealing interviews, the film offers a rare glimpse into his unmatched dedication to the sport, which helped skyrocket him to unparalleled heights as both a golf and cultural icon.","2020","['documentation', 'sport']","['US']","1.0","tt12688688","7.8","4313.0","1.4","7.3","90"
"0293b40c386294a41610509b0c848cc91390d1f5ead12b0c1611e99c92ac96c7","Unforgiven","MOVIE","William Munny is a retired, once-ruthless killer turned gentle widower and hog farmer. To help support his two motherless children, he accepts one last bounty-hunter mission to find the men who brutalized a prostitute. Joined by his former partner and a cocky greenhorn, he takes on a corrupt sheriff.","1992","['western', 'drama']","['US']","","tt0105695","8.2","403617.0","22.821","7.9","130"
"029a807cdfe577642b20b1421d8aa9507355a120b23f88ea410b415a0719620a","Impractical Jokers: After Party","SHOW","Joey Fatone hosts a behind the scenes look at Impractical Jokers.","2017","['reality', 'comedy']","['US']","4.0","tt7229296","7.5","555.0","1.4","8.0","24"
"02a1a4ad1a4ef04d15f80061edfbec88611ab8102c387739e0aa062135b13ed8","Bill Maher: Victory Begins at Home","MOVIE","Maher addresses contemporary political, social and cultural topics -- Iraq, President Bush and the so called Axis of Evil. The opinionated Maher said about Victory Begins at Home: \"We've heard everything about the War on Terrorism except what we can actually do to help win it. The government used to do that for us through propaganda (the positive kind) posters, so taking my cue from the great old posters of World War I and World War II ('Loose Lips Sink Ships,' 'Buy War Bonds,' 'Plant a Victory Garden,' etc.) I commissioned artists to paint the posters our government today should be putting out to help us win this war.\"","2003","['comedy', 'documentation']","['US']","","tt0377515","7.1","931.0","3.647","6.8","60"
"02f9ccbf498ad90af74d19aeb051340e9c32f009acab65813712adef1e1c4609","Speed 2: Cruise Control","MOVIE","A disgruntled former employee hijacks the Seabourn Legend cruise liner. Set on a fixed course, without any means of communication and at the mercy of the hijacker, it's up to the one cop on vacation, and his soon to be fiancé (hopefully) Annie, to regain control of it before it kills the passengers and causes an environmental disaster. Insurmountable and daunting tasks awaits them on their  perilous journey throughout the ship trying to fend off the hijacker and save the passengers.","1997","['thriller', 'romance', 'action', 'crime']","['US']","","tt0120179","3.9","80405.0","17.517","4.5","121"
"0318cae9d00586b203ad1abd743f4bbeb20039f3abaa3c8256329175549e0f01","Justice Society: World War II","MOVIE","When the Flash finds himself dropped into the middle of World War II, he joins forces with Wonder Woman and her top-secret team known as the Justice Society of America.","2021","['scifi', 'animation', 'action', 'fantasy']","['US']","","tt13804084","6.4","6858.0","78.678","7.6","84"
"034d0b8099f942611040cb4e7c5036cd7df7e783cbaa58be651f75d9d34bd76e","This Is Where I Leave You","MOVIE","When their father passes away, four grown, world-weary siblings return to their childhood home and are requested -- with an admonition -- to stay there together for a week, along with their free-speaking mother and a collection of spouses, exes and might-have-beens. As the brothers and sisters re-examine their shared history and the status of each tattered relationship among those who know and love them best, they reconnect in hysterically funny and emotionally significant ways.","2014","['drama', 'comedy']","['US']","","tt1371150","6.6","79339.0","10.719","6.6","103"
"0364cf15d535806e7653d500f182d5d0f2de6cc64c1731a0a7c356a6f3ba59aa","The Anniversary","MOVIE","Neda and Tito celebrate their 50th wedding anniversary throwing a party with friends and family. A lot of fake cordiality and some guests out of place lead the celebration to a series of confessions before rounding up with an unforgettable final speech.","2019","[]","[]","","tt9076282","","","","","16"
"03850bd0dc13ef9295d75818c7bec2a117acd858944f646920e9095e598d4a74","The Shawshank Redemption","MOVIE","Framed in the 1940s for the double murder of his wife and her lover, upstanding banker Andy Dufresne begins a new life at the Shawshank prison, where he puts his accounting skills to work for an amoral warden. During his long stretch in prison, Dufresne comes to be admired by the other inmates -- including an older prisoner named Red -- for his integrity and unquenchable sense of hope.","1994","['crime', 'drama']","['US']","","tt0111161","9.3","2548100.0","66.224","8.7","142"
"03948879bb6a216e292017e1e58600c5a605b6eb2691e9390c286031c993a205","Brillo Box (3¢ off)","MOVIE","Follow a beloved Andy Warhol Brillo Box sculpture as it makes its way from a family's living room to a record-breaking Christie's auction, blending personal narrative with pop culture, and exploring how we navigate the ephemeral nature of art and value.","2016","['documentation', 'family']","['US']","","tt5113136","7.1","275.0","1.4","6.6","40"
"039bb99851da460c51c35e1bd769297873e992823a73c6092a2755420016e7e9","The Four Feathers","MOVIE","A disgraced officer risks his life to help his childhood friends in battle.","1939","['romance', 'war', 'drama']","['GB']","","tt0031334","7.5","6026.0","6.75","7.1","115"
"03ae36b0a1686fd3cab5c2c8822b039d7c54efa08a82f96cc6ae84a18ebdc256","Batman Unlimited: Mechs vs. Mutants","MOVIE","Mr. Freeze turns Killer Croc and Bane into super-sized monsters, and they bash their way through downtown Gotham until the Caped Crusader and his team of heroes join the fight in their giant robot mechs.","2016","['scifi']","['US']","","","","","15.228","6.5","72"
"03c46df6e4942507d13cd85d835b1b6cb59d4a68a076cefe8fada4b9a076bc01","Stealing Harvard","MOVIE","John and his girlfriend have vowed to marry once they save $30,000 for their dream house. But the minute they achieve their financial goal, John finds out his niece has been accepted at Harvard, and he's reminded of his promise to pay for her tuition (nearly $30,000). John's friend Duff convinces him to turn to petty crime to make the payment … but Duff's hare-brained schemes spin quickly out of control.","2002","['comedy', 'drama', 'crime']","['US']","","tt0265808","5.1","13111.0","9.317","4.8","85"
"03c79624c871b00422e597df4690b4a61f1bc9e5b88e8e1a6f7e107ab92d3e4d","Magic Mike XXL","MOVIE","Three years after Mike bowed out of the stripper life at the top of his game, he and the remaining Kings of Tampa hit the road to Myrtle Beach to put on one last blow-out performance.","2015","['drama', 'comedy', 'music']","['US']","","tt2268016","5.6","55480.0","25.757","6.2","115"
"0401b9342c0f5f63627e4208c56e9cea120f2b75189a166c8965170a74c86b53","A King in New York","MOVIE","Due to a revolution in his country, King Shahdov comes to New York—almost broke. To get some money, he makes TV commercials, where he meets a child who has communist parents. Because of this meeting, he's immediately suspected of being a communist—and gets caught up in the McCarthy's hearings.","1957","['drama', 'comedy']","['GB', 'US']","","tt0050598","7.0","8077.0","6.431","6.9","104"
"04069360d7df900678eb66be28067a6f0daea0c621f83b676a701268ac7ea7c7","Yojimbo","MOVIE","A nameless ronin, or samurai with no master, enters a small village in feudal Japan where two rival businessmen are struggling for control of the local gambling trade. Taking the name Sanjuro Kuwabatake, the ronin convinces both silk merchant Tazaemon and sake merchant Tokuemon to hire him as a personal bodyguard, then artfully sets in motion a full-scale gang war between the two ambitious and unscrupulous men.","1961","['thriller', 'crime', 'comedy', 'action', 'drama', 'european']","['JP']","","tt0055630","8.2","120681.0","14.314","8.2","110"
